bhk,area,region,status,price_in_USD,house_type,new
2,945,3,0,54000.0,0,0
1,720,3,0,37200.0,0,0
2,936,3,0,46800.0,0,0
1,430,3,0,25200.0,0,0
1,720,3,0,37200.0,0,0
2,900,3,1,54000.0,0,1
2,900,3,1,57600.0,0,0
1,640,3,1,36000.0,0,1
2,875,3,1,54000.0,0,1
3,1250,3,0,74400.0,0,0
3,1350,3,0,73200.0,0,0
3,1250,3,0,70800.0,0,0
3,1250,3,0,70800.0,0,0
2,875,3,1,54000.0,0,1
3,1250,3,0,74400.0,0,0
3,1350,3,0,73200.0,0,0
3,1250,3,0,70800.0,0,0
3,1250,3,0,70800.0,0,0
1,670,3,1,39600.0,0,1
1,450,3,0,25800.0,2,0
1,450,3,0,26400.0,2,0
1,670,3,1,34800.0,0,1
2,945,3,0,45600.0,0,0
1,730,3,0,34800.0,0,0
1,430,3,0,27600.0,0,0
1,670,3,0,33600.0,0,0
1,680,3,0,33600.0,0,0
1,720,3,0,36000.0,0,0
2,950,3,0,50400.0,0,0
2,945,3,0,48000.0,0,0
1,670,3,0,30000.0,0,0
1,444,3,0,29388.0,0,1
1,444,3,0,29388.0,0,1
2,625,3,0,39900.0,0,1
2,625,3,0,39900.0,0,1
1,444,3,0,29388.0,0,1
1,444,3,0,29388.0,0,1
2,625,3,0,39900.0,0,1
2,625,3,0,39900.0,0,1
1,460,3,0,30588.0,0,1
1,460,3,0,30588.0,0,1
2,548,3,0,36288.0,0,1
2,548,3,0,36288.0,0,1
2,635,3,0,40500.0,0,1
2,635,3,0,40500.0,0,1
2,632,3,0,40200.0,0,1
2,632,3,0,40200.0,0,1
2,635,3,0,40500.0,0,1
2,635,3,0,40500.0,0,1
2,632,3,0,40200.0,0,1
2,632,3,0,40200.0,0,1
1,610,3,0,36000.0,0,1
2,990,3,0,60000.0,0,1
1,650,3,0,37200.0,0,1
1,644,3,0,32400.0,0,1
2,796,3,0,38400.0,0,1
1,644,3,0,32400.0,0,1
3,696,3,1,49140.00000000001,0,1
3,696,3,1,49140.00000000001,0,1
2,516,3,1,35940.0,0,1
2,516,3,1,35940.0,0,1
1,414,3,1,28920.0,0,1
1,414,3,1,28920.0,0,1
3,696,3,1,49140.00000000001,0,1
3,696,3,1,49140.00000000001,0,1
2,516,3,1,35940.0,0,1
2,516,3,1,35940.0,0,1
1,414,3,1,28920.0,0,1
1,414,3,1,28920.0,0,1
2,516,3,1,35940.0,0,1
2,516,3,1,35940.0,0,1
1,414,3,1,28920.0,0,1
1,414,3,1,28920.0,0,1
1,906,3,0,46800.0,0,1
1,613,3,0,31200.0,0,0
1,613,3,0,31200.0,0,1
1,570,3,0,30000.0,0,1
1,610,3,0,36000.0,0,1
2,990,3,0,60000.0,0,1
1,690,3,0,37200.0,0,0
1,685,3,0,33600.0,0,1
1,575,3,0,28800.0,0,1
1,415,3,1,24000.0,0,0
2,1279,3,1,62640.0,1,1
1,659,3,1,30168.0,0,1
2,907,3,1,40716.0,0,1
2,938,3,1,44112.0,0,1
1,665,3,1,30432.0,0,1
2,876,3,1,39743.99999999999,0,1
1,617,3,1,28296.0,0,1
1,857,3,0,36000.0,0,1
1,514,3,0,24600.0,2,0
1,514,3,0,24000.0,2,0
1,514,3,0,24600.0,2,0
1,514,3,0,24600.0,2,0
1,514,3,0,24600.0,2,0
1,514,3,0,24600.0,2,0
1,420,3,0,20400.0,2,0
1,420,3,0,20400.0,2,0
1,550,3,0,27600.0,0,0
1,550,3,0,27600.0,0,0
1,690,3,0,30600.0,0,0
1,275,4,0,54000.0,2,0
2,658,4,0,156000.0,0,0
2,715,4,0,198000.0,0,0
2,715,4,0,198000.0,0,0
2,715,4,0,198000.0,0,0
2,715,4,0,198000.0,0,0
2,715,4,0,198000.0,0,0
2,715,4,0,198000.0,0,0
2,850,4,0,270000.0,0,0
2,421,4,0,110400.0,2,0
2,630,4,0,200400.0,0,1
2,630,4,0,200400.0,0,1
3,1350,4,0,342000.0,0,0
2,1250,4,0,306000.0,0,0
1,690,4,1,170400.0,0,1
2,933,4,1,234000.0,0,1
2,1080,4,1,266400.00000000006,0,1
2,989,4,1,194400.00000000003,0,1
3,1265,4,1,258000.0,0,1
2,1134,4,1,238800.0,0,1
3,1423,4,1,300000.0,0,1
2,1096,4,1,306000.0,0,1
3,1659,4,1,474000.0,0,1
4,2520,4,1,720000.0,0,1
3,1525,4,1,300000.0,0,1
3,1405,4,1,316800.0,0,1
2,982,4,1,238800.0,0,1
1,663,4,1,132000.0,0,1
1,665,4,0,138000.0,0,1
2,1138,4,1,276000.0,0,1
3,1813,4,1,444000.0,0,1
2,968,4,1,199200.0,0,1
1,636,4,1,142800.0,0,1
2,927,4,1,211200.0,0,1
3,1575,4,1,372000.0,0,1
2,931,4,1,192000.0,0,1
3,1208,4,1,270000.0,0,1
2,790,4,1,186000.0,0,1
3,1146,4,1,320400.0,0,1
1,580,4,1,162000.0,0,1
2,789,4,0,249600.0,0,0
1,650,4,0,162000.0,0,0
3,900,4,1,295200.0,0,1
2,900,4,0,264000.0,0,1
2,1100,4,0,264000.0,0,1
2,1200,4,0,276000.0,0,1
2,790,4,1,258000.0,0,1
1,460,4,1,127200.0,0,1
1,500,4,1,156000.0,0,1
1,685,4,0,170400.0,0,0
2,600,4,1,169200.0,0,1
3,920,4,1,294000.0,0,1
2,700,4,1,216000.0,0,1
2,689,4,1,174000.0,0,1
2,675,4,0,174000.0,0,0
2,789,4,0,246000.0,0,0
1,650,4,0,158400.0,0,0
2,785,4,0,252000.0,0,0
3,1100,4,1,312000.0,0,1
2,800,4,1,228000.0,0,1
2,1050,4,0,252000.0,0,1
3,1600,4,0,384000.0,0,1
1,600,4,0,150000.0,0,0
2,1050,4,0,222000.0,0,0
2,700,4,0,180000.0,0,0
2,625,4,1,183600.0,0,1
2,887,4,1,240000.0,0,1
2,1150,4,0,258000.0,0,0
2,800,4,0,264000.0,0,1
3,1300,4,0,312000.0,0,0
2,800,4,0,264000.0,0,1
2,950,4,0,300000.0,0,0
3,1850,4,0,576000.0,0,0
