bhk,type,locality,area,region,status,age,price_in_USD
1,0,2415,558,117,0,0,61860.0
1,0,7643,625,117,0,0,69600.0
2,0,4068,1050,117,0,0,102000.0
1,0,2394,769,117,0,0,87600.0
1,0,1863,700,117,0,0,72600.0
2,0,7172,744,80,1,0,134400.00000000003
3,0,2417,1521,117,1,0,150000.0
2,0,4335,850,117,1,0,75600.0
1,0,3936,775,117,1,0,73200.0
1,0,3936,720,117,1,0,70800.0
1,0,2417,711,117,1,0,66600.0
1,0,9300,715,117,1,0,64200.0
1,0,2404,650,117,1,0,61200.0
1,0,2422,738,117,1,0,68400.0
1,0,2417,711,117,1,0,69000.0
1,0,4902,650,117,1,0,67200.0
1,0,4735,670,117,1,0,69000.0
1,0,4902,650,117,1,0,67800.0
1,0,5642,747,117,0,0,77400.0
3,0,2417,1521,117,1,0,150000.0
2,0,2417,1062,117,1,0,103800.0
1,0,1863,700,117,0,0,75000.0
2,0,7460,1060,117,0,0,95400.0
1,0,7460,720,117,0,0,63600.0
2,0,4735,960,117,1,0,98400.0
1,0,4735,690,117,1,0,70320.0
3,0,2412,1386,117,1,0,151200.0
2,0,2412,1053,117,1,0,105000.0
1,0,9300,715,117,1,0,66600.0
1,0,7643,720,117,1,0,76800.0
1,0,7642,640,117,1,0,70320.0
1,0,7642,635,117,1,0,70200.0
2,0,7642,1055,117,1,0,105000.0
1,0,7643,760,117,1,0,84600.0
1,0,7643,700,117,1,0,73200.0
1,0,7643,730,117,1,0,78000.0
1,0,7643,785,117,1,0,86400.0
1,0,7643,685,117,1,0,70800.0
1,0,7643,665,117,1,0,70800.0
1,0,7643,700,117,1,0,74400.0
1,0,7643,755,117,1,0,80400.0
1,0,7643,775,117,1,0,82800.0
2,0,7642,1055,117,1,0,103800.0
2,0,4735,890,117,1,0,95400.0
1,0,8184,840,117,1,0,81600.0
1,0,8184,732,117,1,0,70800.0
1,0,2404,650,117,1,0,59400.0
1,0,2417,774,117,1,0,70200.0
1,0,2417,711,117,1,0,70800.0
2,0,7642,1055,117,1,0,123600.0
1,0,7643,685,117,1,0,70200.0
2,0,2412,1053,117,1,0,105600.0
3,0,2417,1521,117,1,0,151200.0
1,0,7643,700,117,1,0,75000.0
1,0,7643,700,117,1,0,73800.0
2,0,8184,1377,117,1,0,135599.99999999997
1,0,2404,650,117,1,0,66000.0
1,0,2417,711,117,1,0,73800.0
1,0,8184,732,117,0,0,78000.0
2,0,2421,855,117,1,0,88200.0
2,0,4735,960,117,1,0,99000.0
2,0,2394,974,117,1,0,97800.0
2,0,2394,984,117,1,0,99000.0
3,0,2417,1521,117,1,0,162000.0
2,0,2394,1137,117,1,0,117000.0
2,0,2417,1062,117,1,0,106800.0
1,0,2417,711,117,1,0,77760.0
2,0,5325,1250,117,0,0,138000.0
3,0,41,1341,24,0,0,151200.0
2,0,8184,1377,117,1,0,135599.99999999997
2,0,4735,890,117,1,0,98400.0
2,0,2417,1062,117,1,0,96000.0
3,0,2417,1521,117,1,0,153600.0
2,0,3936,1080,117,1,0,105600.0
2,0,2417,1062,117,1,0,94800.0
2,0,7642,1055,117,1,0,126000.0
2,0,2394,1137,117,1,0,115200.0
2,0,2394,984,117,1,0,97800.0
2,0,41,1044,24,0,0,126000.0
2,0,5642,855,117,0,0,92400.0
2,0,2421,855,117,1,0,93600.0
1,0,7460,720,117,0,0,65400.0
1,0,1863,700,117,0,0,80400.0
1,0,9300,715,117,1,0,70800.0
1,0,2417,774,117,1,0,69600.0
1,0,7643,700,117,1,0,71400.0
1,0,7332,674,117,0,0,75000.0
1,0,3936,720,117,1,0,71400.0
1,0,2415,558,117,0,0,62400.0
1,0,2417,711,117,1,0,67200.0
3,0,2412,1386,117,1,0,152400.0
3,0,111,1525,117,0,0,168000.0
3,0,433,1350,117,1,0,150000.0
3,0,7334,1428,117,0,0,156000.0
1,0,7652,775,117,1,0,78000.0
1,0,7652,705,117,1,0,74400.0
2,0,2404,873,117,1,0,99000.0
2,0,2417,1188,117,1,0,107400.0
1,0,2417,837,117,1,0,78000.0
1,0,2417,774,117,1,0,76800.0
1,0,2422,783,117,1,0,74400.0
1,0,2422,738,117,1,0,70320.0
1,0,2422,711,117,1,0,70800.0
1,0,2422,711,117,1,0,73800.0
2,0,8600,995,117,1,0,106800.0
1,0,2422,783,117,1,0,73440.0
1,0,2422,693,117,1,0,66600.0
1,0,2422,783,117,1,0,73800.0
1,0,2422,693,117,1,0,67800.0
2,0,2394,984,117,1,0,108000.0
3,0,2412,1386,117,1,0,151200.0
3,0,41,1341,24,0,0,152400.0
2,0,41,1044,24,0,0,128400.0
2,0,41,1044,24,0,0,127200.0
1,0,2718,600,117,1,0,72000.0
2,0,5036,1107,117,1,0,111600.0
1,0,5036,783,117,1,0,80400.0
1,0,5036,756,117,1,0,78000.0
1,0,2404,650,117,1,0,61800.0
2,0,3936,1080,117,1,0,106200.0
2,0,2417,1062,117,1,0,110400.0
1,0,2417,711,117,1,0,66000.0
2,0,4735,960,117,1,0,92400.0
1,0,2422,693,117,1,0,69120.0
1,0,8184,732,117,1,0,72000.0
2,0,2394,1137,117,1,0,116400.0
3,0,111,1525,117,0,0,168000.0
2,0,111,1250,117,0,0,150000.0
1,0,9300,715,117,1,0,68400.0
2,0,111,890,117,0,0,99600.0
2,0,4902,1026,117,1,0,95400.0
2,0,9300,1070,117,1,0,106800.0
1,0,2422,738,117,1,0,67200.0
1,0,2422,711,117,1,0,64800.0
2,0,2412,1053,117,1,0,110400.0
1,0,2404,650,117,1,0,61200.0
2,0,2417,1062,117,1,0,103200.0
2,0,7460,1060,117,0,0,94200.0
2,0,4735,890,117,1,0,93600.0
1,0,8184,732,117,0,0,69600.0
1,0,4735,670,117,1,0,64800.0
3,0,2412,1386,117,1,0,150000.0
1,0,2419,725,117,0,0,81600.0
3,0,41,1341,24,0,0,150000.0
2,0,41,1044,24,0,0,120000.0
2,0,2404,855,117,1,0,86400.0
2,0,2394,972,117,1,0,99600.0
2,0,2394,984,117,1,0,98400.0
2,0,4735,960,117,1,0,91800.0
1,0,4735,690,117,1,0,67200.0
2,0,4735,890,117,1,0,88800.0
1,0,5026,756,117,1,0,64800.0
3,0,433,1350,117,1,0,118800.0
1,0,7642,715,117,1,0,64200.0
2,0,7642,1055,117,1,0,110400.0
1,0,7642,705,117,1,0,76800.0
1,0,5036,675,117,1,0,74400.0
1,0,5642,558,117,0,0,61200.0
1,0,5642,747,117,0,0,76800.0
1,0,4332,730,117,1,0,66000.0
3,0,1238,1220,8,0,0,372000.0
1,0,8071,550,125,0,1,36000.0
1,0,7670,615,125,0,1,33600.0
3,0,314,1350,68,1,0,300000.0
2,0,7073,633,107,1,0,172800.0
3,0,314,1350,68,1,0,300000.0
1,0,8415,670,68,1,0,162000.0
3,0,4896,1318,8,0,0,552000.0
2,0,9429,518,217,0,0,60300.0
1,0,9429,412,217,0,0,42120.0
1,0,9429,426,217,0,0,42180.0
2,0,9429,536,217,0,0,60420.0
2,0,9429,579,217,0,0,65400.0
2,0,9429,532,217,0,0,55452.0
1,0,9429,433,217,0,0,42359.99999999999
1,0,7025,560,31,0,0,114000.0
2,0,368,1245,2,0,1,182400.0
1,0,9283,655,79,1,0,93600.0
1,0,9284,655,79,1,0,93600.0
1,0,5319,683,107,1,0,111600.0
2,0,4896,1002,8,0,0,390000.0
3,0,1031,753,79,1,0,312000.0
3,0,1031,753,79,1,0,312000.0
2,0,1031,573,79,1,0,204000.0
2,0,1031,573,79,1,0,204000.0
3,0,1031,753,79,1,0,312000.0
3,0,1031,753,79,1,0,312000.0
2,0,1031,573,79,1,0,204000.0
2,0,1031,573,79,1,0,204000.0
2,0,1031,479,79,1,0,180000.0
2,0,1031,479,79,1,0,180000.0
1,0,1031,389,79,1,0,112800.0
1,0,1031,389,79,1,0,112800.0
2,0,4718,895,7,0,1,252000.0
2,0,6945,920,7,0,1,216000.0
3,0,4573,1337,20,0,0,1200000.0
1,0,7308,800,79,1,0,202800.0
2,0,7308,921,79,1,0,277200.0
2,0,8681,1066,62,0,0,336000.0
1,0,8522,362,34,1,0,105372.0
2,0,8522,463,34,1,0,118788.0
2,0,8522,536,34,1,0,151200.0
1,0,8522,344,34,1,0,100812.0
2,0,8522,531,34,1,0,150000.0
3,0,7107,915,81,1,0,306000.0
1,0,253,395,213,1,0,92904.0
1,0,253,386,213,1,0,90780.00000000001
1,0,253,396,213,1,0,93132.0
1,0,253,393,213,1,0,92424.0
2,0,253,596,213,1,0,139200.0
2,0,253,529,213,1,0,123600.0
1,0,4010,420,56,1,0,98387.99999999999
2,0,4010,864,56,1,0,200400.0
1,0,4010,445,56,1,0,104268.0
2,0,4010,877,56,1,0,224400.0
3,0,4010,1156,56,1,0,300000.0
2,0,4010,872,56,1,0,217200.0
2,0,4010,876,56,1,0,220800.0
1,0,4010,437,56,1,0,101988.0
2,0,4010,915,56,1,0,238800.0
2,0,9448,630,56,1,0,165599.99999999997
1,0,9448,471,56,1,0,123600.0
2,0,9448,623,56,1,0,163200.00000000003
1,0,9448,464,56,1,0,122400.0
3,0,1939,708,213,1,0,159600.0
1,0,1939,428,213,1,0,97668.0
1,0,1939,394,213,1,0,89987.99999999999
3,0,4007,1675,123,0,0,271199.99999999994
3,0,4007,1775,123,0,0,286800.0
2,0,4007,1120,123,0,0,181200.0
2,0,4007,1090,123,0,0,176400.0
3,0,4007,1825,123,0,0,295200.0
3,0,4007,1725,123,0,0,278400.0
4,0,3133,1477,220,1,0,788400.0
3,0,3133,917,220,1,0,502800.0000000001
3,0,3133,1073,220,1,0,589200.0
4,0,3133,1450,220,1,0,772800.0000000001
1,0,1923,423,56,1,0,111672.0
2,0,1923,650,56,1,0,171600.0
1,0,266,370,213,1,0,80400.0
1,0,266,390,213,1,0,85200.0
2,0,266,533,213,1,0,123600.0
1,0,7986,450,107,1,0,108000.0
2,0,7986,619,107,1,0,147600.0
1,0,7986,445,107,1,0,106788.0
2,0,7986,653,107,1,0,156000.0
1,0,7986,452,107,1,0,108396.0
2,0,7986,635,107,1,0,151200.0
3,0,7986,831,107,1,0,199200.0
2,0,7986,618,107,1,0,147600.0
1,0,7986,451,107,1,0,108216.0
1,0,7986,454,107,1,0,108852.0
3,0,7986,839,107,1,0,200400.0
2,0,7986,625,107,1,0,148800.0
2,0,7986,623,107,1,0,148800.0
2,0,8720,1090,62,1,0,163200.00000000003
2,0,776,501,30,1,0,150000.0
1,0,776,437,30,1,0,118800.0
2,0,776,619,30,1,0,168000.0
1,0,776,434,30,1,0,112272.0
1,0,776,385,30,1,0,99600.0
2,0,3249,893,100,0,1,474000.0
3,0,3208,1375,222,0,1,792000.0
3,0,986,1655,220,0,0,780000.0
3,0,3249,1350,100,0,1,840000.0
2,0,4535,802,102,1,0,576000.0
3,0,3208,1350,222,0,1,780000.0
2,0,3295,680,100,1,0,360000.0
3,0,3295,1440,100,1,0,840000.0
2,0,2205,623,147,1,0,297600.0
3,0,7199,1335,148,1,0,900000.0
3,0,986,1655,220,0,0,780000.0
2,0,3249,1348,100,0,1,489600.0
3,0,1451,1440,189,0,1,540000.0
3,0,986,1655,220,0,0,780000.0
3,0,7222,1283,18,0,1,840000.0
4,0,7199,2560,148,1,1,1800000.0
3,0,1451,1440,189,0,1,576000.0
3,0,986,1611,220,0,0,780000.0
4,0,986,2070,220,0,0,960000.0
3,0,2684,1197,18,1,0,780000.0
3,0,4714,1245,32,1,0,597600.0000000001
4,0,4714,2302,32,1,0,1132800.0
2,0,3295,720,100,1,0,384000.0
3,0,3249,980,100,0,1,582000.0
2,0,974,848,100,1,0,480000.0
3,0,3249,1323,100,0,1,816000.0
3,0,4987,1447,100,0,0,1020000.0
4,0,6768,1990,100,0,1,1320000.0
3,0,3297,2065,100,0,1,900000.0
3,0,7213,1064,155,1,0,840000.0
3,0,3198,1331,222,0,0,780000.0
3,0,3198,1197,222,0,0,720000.0
3,0,3212,2000,220,0,1,540000.0
1,0,9506,405,107,1,0,129600.0
2,0,3555,770,117,1,0,130800.0
2,0,3555,755,117,1,0,128400.0
1,0,3555,552,117,1,0,84000.0
1,0,3555,410,117,1,0,84000.0
2,0,3555,670,117,1,0,129600.0
1,0,3555,425,117,1,0,81600.0
2,0,4834,1050,2,0,1,150000.0
4,0,3208,1475,222,0,1,816000.0
3,0,5409,1226,31,0,1,464400.0
2,0,6709,1243,94,0,1,90000.0
3,0,3160,977,119,1,0,310800.0
2,0,3160,750,119,1,0,238800.0
1,0,2789,775,117,1,0,79200.0
2,0,2789,1060,117,1,0,108756.0
2,0,111,1250,117,0,0,121200.0
1,0,4425,667,68,1,0,158400.0
3,0,7927,1357,189,0,0,684000.0
3,0,3249,2018,100,0,1,720000.0
3,0,3249,1188,100,1,0,756000.0
3,0,1451,1440,189,0,0,540000.0
2,0,9286,1000,8,0,1,306000.0
3,0,6784,1155,2,0,1,420000.0
2,0,6538,900,8,0,1,276000.0
4,0,5395,1900,8,0,1,660000.0
3,0,489,1850,8,0,1,630000.0
3,0,1565,1350,69,0,1,624000.0
3,0,9483,1400,8,0,1,384000.0
2,0,6483,1000,8,0,1,270000.0
1,0,6074,700,8,0,1,192000.0
1,0,1635,650,117,0,1,63012.0
2,0,2544,1220,91,1,0,108000.0
3,0,2110,1650,91,0,1,180000.0
1,0,8450,750,91,0,1,62400.0
2,0,2491,1140,91,0,1,136799.99999999997
2,0,4400,1240,91,0,1,128400.0
1,0,3751,715,91,0,1,60000.0
3,0,7225,1064,18,1,0,720000.0
2,0,2684,782,18,1,0,552000.0
3,0,2684,1197,18,1,0,720000.0
4,0,3198,1700,222,0,0,1050000.0
2,0,2582,1100,147,0,1,270000.0
2,0,3246,620,47,0,0,72000.0
3,0,3296,900,79,1,0,240000.0
4,0,4416,3090,140,0,0,336000.0
1,0,4387,583,68,1,0,94800.0
1,0,4243,620,75,1,0,45300.0
3,0,3198,1331,222,0,0,816000.0
3,0,986,1955,220,0,0,900000.0
2,0,9426,868,112,1,0,552000.0
4,0,986,2100,220,0,0,996000.0
2,0,9643,675,217,0,1,37200.0
2,0,5000,728,153,1,0,205200.0
1,0,2544,700,91,1,0,76980.00000000001
1,0,2766,706,140,1,0,58800.0
5,0,2236,5245,194,0,1,1080000.0
2,0,6072,990,76,0,1,106800.0
1,0,6626,650,194,0,1,75600.0
3,0,9426,1228,112,1,0,720000.0
2,0,4530,970,32,1,0,466800.0
3,0,4530,1622,32,1,0,726000.0
3,0,4535,1490,102,1,0,960000.0
4,0,4535,2050,102,1,0,1446000.0
1,0,5980,750,224,0,1,64800.0
1,0,5980,750,224,0,1,64800.0
2,0,3826,1035,76,0,1,88800.0
2,0,9110,1127,76,0,1,90000.0
2,0,10,985,76,0,1,78000.0
2,0,9390,1350,76,0,0,102000.0
3,0,1528,1400,194,0,1,177600.0
1,0,195,336,194,1,0,58800.0
1,0,195,336,194,1,0,58800.0
1,0,195,333,194,1,0,56400.0
1,0,195,333,194,1,0,56400.0
2,0,9551,1000,194,0,1,132000.0
1,3,2249,400,194,0,0,63600.0
2,0,9290,850,194,0,1,102000.0
2,0,4470,1200,194,0,1,162000.0
1,0,2020,750,194,0,0,86400.0
2,0,3842,900,194,0,0,114000.0
2,0,915,995,194,0,0,117600.0
1,0,5078,675,194,0,0,68400.0
1,0,922,720,66,0,0,82800.0
3,0,8448,1550,194,0,1,330000.0
1,0,3205,800,194,0,1,98400.0
2,0,9669,900,120,0,0,240000.0
2,0,8558,750,23,1,0,150000.0
1,0,8558,540,23,1,0,117600.0
1,0,1243,430,23,1,0,90000.0
2,0,7874,725,194,1,0,152400.0
4,0,4987,2950,100,0,1,1548000.0
4,0,4987,2960,100,0,1,1590000.0
1,0,1982,615,217,0,1,34200.0
2,0,9229,1150,91,0,1,240000.0
1,0,8533,400,194,0,1,46800.0
2,0,915,1000,194,0,1,114000.0
2,0,2154,1000,194,0,1,198000.0
1,0,273,650,91,0,1,78000.0
2,0,8464,1024,96,1,0,176400.0
4,0,765,2000,91,0,1,204000.0
1,0,9282,395,79,1,0,101904.0
2,0,9282,522,79,1,0,135599.99999999997
1,0,9282,382,79,1,0,94872.0
2,0,9282,545,79,1,0,151200.0
2,0,9184,501,8,1,0,208800.0
2,0,6976,636,194,1,0,148800.0
2,0,6976,636,194,1,0,148800.0
2,0,9294,830,194,0,1,103200.0
1,0,7789,535,117,1,0,49428.0
2,0,7117,750,81,0,1,144000.0
1,0,7047,750,194,0,1,92400.0
1,0,7789,540,117,1,0,49908.00000000001
1,0,2757,665,205,0,0,39900.0
1,3,5146,400,125,0,1,30000.0
5,0,9426,2700,112,1,0,1908000.0
5,0,9426,2700,112,1,0,1824000.0
4,0,9426,2432,112,1,0,1620000.0
4,0,9426,1977,112,1,0,1368000.0
4,0,9426,1977,112,1,0,1320000.0
1,0,4919,700,117,1,0,78000.0
1,0,7264,600,117,1,0,69000.0
1,0,8146,550,117,1,0,63600.0
2,0,433,950,117,0,0,132000.0
2,0,1705,1050,117,0,0,117600.0
1,0,3936,645,117,1,0,84000.0
1,0,8184,750,117,1,0,84000.0
1,0,9300,690,117,1,0,82800.0
4,0,9557,2200,194,0,1,480000.0
2,0,8170,1070,117,1,0,116400.0
1,0,4622,709,107,1,0,129600.0
3,0,2717,1165,117,1,0,210000.0
3,0,5378,1265,117,1,0,158400.0
3,0,2403,1160,117,1,0,180000.0
1,3,7789,274,117,1,0,21695.999999999996
3,0,3203,1500,194,0,1,230400.0
2,0,9300,1000,117,1,0,116400.0
1,0,7789,535,117,1,0,53748.0
4,0,4171,1402,41,1,0,358800.00000000006
4,0,4171,1300,41,1,0,337200.0
2,0,3395,1250,24,1,0,141600.0
1,0,7462,680,117,1,0,74400.0
1,0,5339,646,30,0,1,132000.0
2,0,7404,880,41,0,1,204000.0
2,0,5589,858,30,0,1,204000.0
2,0,8393,752,30,0,1,168000.0
2,0,7623,871,30,0,1,216000.0
2,0,7404,1000,41,0,1,240000.0
2,0,7936,732,41,0,1,162000.0
2,0,5589,858,30,0,1,204000.0
1,3,5000,516,153,1,0,90000.0
2,0,5059,623,41,0,0,122400.0
2,0,5059,623,41,0,0,122400.0
1,0,5059,443,41,0,0,98519.99999999999
1,0,5059,443,41,0,0,98519.99999999999
2,0,5059,629,41,0,0,129600.0
2,0,5059,629,41,0,0,129600.0
3,0,6995,1850,107,0,0,300000.0
3,4,9704,2400,140,1,0,238800.0
1,0,9352,650,78,0,0,75600.0
2,0,7264,608,117,1,0,99600.0
1,0,1003,500,24,1,0,55200.0
2,0,9065,900,194,0,1,122400.0
2,0,4862,1000,194,0,1,116400.0
3,0,7284,1225,120,0,1,276000.0
2,0,6378,1030,120,0,1,210000.0
1,0,8563,650,23,1,0,110400.0
2,0,4536,1250,120,1,0,230400.0
2,0,1473,840,194,0,1,136799.99999999997
2,0,4145,1080,120,0,1,210000.0
1,0,5271,605,47,1,0,49740.00000000001
2,0,9314,877,194,0,1,118800.0
2,0,7462,652,117,1,0,108000.0
1,0,9309,600,117,1,0,65448.0
1,3,7785,255,117,0,1,27588.0
2,0,3936,800,117,1,0,132000.0
2,0,4910,1020,24,1,0,112800.0
2,0,2403,850,117,1,0,108000.0
2,0,628,900,194,0,1,162000.0
2,0,8241,655,8,0,1,198000.0
1,0,4903,700,117,1,0,72000.0
3,0,3212,1638,220,0,0,345600.0
3,0,3212,1701,220,0,0,360000.0
3,0,3212,2376,220,0,0,541200.0
3,0,3212,2061,220,0,0,470400.0
2,0,3212,1431,220,0,0,304800.0
2,0,2394,974,117,1,0,132000.0
3,0,2403,1100,117,1,0,180000.0
3,0,4068,1412,117,1,0,159600.0
3,0,7945,1700,7,1,0,274800.0
3,0,4251,1238,107,1,0,415200.0
3,0,4251,1173,107,1,0,393599.99999999994
3,0,4251,933,107,1,0,313200.0
3,0,4251,870,107,1,0,291600.0
3,0,4251,935,107,1,0,313200.0
2,0,4251,940,107,1,0,315600.0
3,0,4251,874,107,1,0,292800.0
3,0,4251,926,107,1,0,310800.0
3,0,4251,1223,107,1,0,410400.0
4,0,4251,1312,107,1,0,440400.0
3,0,4251,930,107,1,0,312000.0
3,0,4251,830,107,1,0,278400.0
3,0,4251,899,107,1,0,301199.99999999994
2,0,4251,864,107,1,0,290400.0
3,0,4251,1277,107,1,0,428400.0
2,0,4251,918,107,1,0,308400.0
2,0,4251,884,107,1,0,296400.00000000006
3,0,4251,1286,107,1,0,432000.0
4,0,4251,1322,107,1,0,444000.0
3,0,4251,1219,107,1,0,409200.0
3,0,4251,1190,107,1,0,399600.0
2,0,4251,846,107,1,0,283200.0
2,0,540,1275,34,1,0,270000.0
1,0,5121,690,117,0,1,78000.0
1,0,7787,504,117,0,0,54000.0
2,0,6476,950,205,0,1,52200.0
2,0,5111,638,56,1,0,241199.99999999997
3,0,5111,1174,56,1,0,444000.0
2,0,5111,811,56,1,0,307200.0
2,0,5111,585,56,1,0,205200.0
1,0,5111,419,56,1,0,133200.00000000003
2,0,5111,682,56,1,0,258000.0
1,0,8339,400,189,1,0,108000.0
3,0,8339,800,189,1,0,234000.0
2,0,8339,600,189,1,0,174000.0
5,0,8680,1870,62,1,0,600000.0
4,0,8680,1290,62,1,0,444000.0
2,0,2865,1241,96,0,1,246000.0
1,0,1981,725,96,0,1,123600.0
1,0,8586,600,96,0,1,114000.0
1,0,5762,700,96,0,1,109200.0
2,0,8586,900,96,0,1,144000.0
2,0,5762,900,96,0,1,146400.0
1,0,4950,650,96,0,1,110400.0
2,0,5762,900,96,0,1,150000.0
2,0,5762,900,96,0,1,162000.0
1,0,5762,700,96,0,1,108000.0
1,0,5762,700,96,0,1,114000.0
3,0,4738,1173,96,0,0,192000.0
1,0,5024,600,117,1,0,84540.0
1,0,4332,600,117,0,0,84000.0
2,0,3203,1150,194,0,1,154800.0
1,0,2717,438,117,1,0,86400.0
2,0,7233,850,194,0,1,141600.0
1,0,8503,531,117,1,0,86400.0
2,0,1309,870,194,0,1,129600.0
1,0,2448,625,194,0,1,67200.0
1,0,6094,750,193,0,1,96000.0
2,0,3119,750,194,0,1,114000.0
1,0,1462,580,194,1,0,66000.0
1,0,3151,650,194,0,1,90000.0
1,0,9541,525,194,1,0,55200.0
1,0,9159,665,91,1,0,64368.0
2,0,5298,830,47,0,1,50400.0
1,0,1462,665,194,1,0,78000.0
2,0,9327,930,117,0,1,103200.0
1,0,2403,600,117,1,0,81600.0
2,0,4919,750,117,1,0,94800.0
1,0,2422,360,117,1,0,86400.0
1,0,2404,455,117,1,0,81600.0
5,0,8008,1670,31,1,0,540000.0
1,0,4598,613,34,1,0,130800.0
2,0,5285,1255,91,0,1,216000.0
2,0,9047,990,117,1,0,138000.0
2,0,4332,950,117,1,0,159600.0
2,0,346,718,220,1,0,264000.0
2,0,346,725,220,1,0,266400.00000000006
1,0,5623,580,212,0,1,49200.0
1,3,8941,370,47,0,1,36000.0
1,0,6489,575,8,0,1,50400.0
1,3,7785,255,117,0,1,28980.0
1,3,7785,335,117,0,1,36060.0
1,3,7785,220,117,0,1,24228.000000000004
2,0,4332,955,117,0,0,105600.0
1,0,9309,605,117,1,0,60000.0
1,0,8170,680,117,1,0,74400.0
1,0,8146,550,117,1,0,76800.0
1,0,7334,750,117,1,0,76800.0
1,0,2422,550,117,1,0,79200.0
1,0,9300,690,117,1,0,74400.0
1,0,4415,663,91,0,1,86400.0
2,0,5024,950,117,1,0,122400.0
1,0,4068,920,117,1,0,105600.0
1,0,1669,680,91,0,1,78000.0
1,0,7460,800,117,0,0,97200.0
3,0,2477,1250,117,1,0,169200.0
3,0,2060,1149,194,0,1,95987.99999999999
3,0,1839,1900,140,1,0,166799.99999999997
3,0,1096,1740,157,0,1,516000.0
1,0,2060,625,194,0,1,52200.0
3,0,6623,1150,194,0,1,144000.0
1,0,4910,700,24,0,0,72000.0
1,0,4903,700,117,0,0,70800.0
1,0,8184,750,117,0,0,106800.0
1,0,4919,700,117,1,0,69600.0
2,0,4563,1260,198,0,1,156000.0
1,0,5728,680,62,0,0,100800.0
2,0,1916,1175,198,0,0,120000.0
3,0,8339,900,189,1,0,277200.0
2,0,8339,700,189,1,0,218400.0
2,0,8339,650,189,1,0,202800.0
3,0,8339,850,189,1,0,262800.0
1,0,433,680,117,0,0,80400.0
1,0,7595,705,117,1,0,72000.0
1,0,4165,675,91,0,1,78000.0
2,0,9047,995,117,1,0,111600.0
1,0,7789,525,117,1,0,50400.0
1,0,7789,470,117,1,0,49080.0
1,3,7789,310,117,1,0,32436.0
1,3,7789,310,117,1,0,29760.0
2,0,4400,1240,91,0,1,180000.0
3,0,2717,1000,117,1,0,180000.0
3,0,2403,1050,117,1,0,156000.0
3,0,4068,1150,117,1,0,138000.0
3,0,2477,1255,117,1,0,170400.0
2,0,9300,1005,117,1,0,102000.0
2,0,8170,1075,117,1,0,91200.0
1,0,3395,660,24,1,1,82800.0
1,0,4332,650,117,0,1,78000.0
2,0,9300,1070,117,1,0,91200.0
1,0,4919,705,117,1,0,69600.0
1,0,7462,685,117,1,0,67200.0
1,0,1129,350,34,0,0,90000.0
1,0,73,907,117,1,0,88800.0
1,0,9047,990,117,1,0,111600.0
3,0,2477,965,117,1,0,132000.0
2,0,3395,1250,24,1,0,126000.0
2,0,4766,1205,91,0,1,132000.0
2,0,8503,900,117,1,0,99600.0
2,0,1705,1050,117,0,0,118800.0
2,0,889,1080,91,0,1,102000.0
1,0,7789,525,117,1,0,50460.0
1,0,8714,630,91,0,1,67200.0
2,0,433,1000,117,0,0,120000.0
3,0,2403,1055,117,1,0,154800.0
3,0,4068,1155,117,1,0,138000.0
1,0,4332,955,117,0,0,105600.0
1,0,2717,950,117,1,0,120000.0
1,0,7462,685,117,1,0,96000.0
2,0,2403,1000,117,1,0,108000.0
1,0,7789,470,117,1,0,45120.0
2,0,9300,1000,117,1,0,102000.0
1,0,3936,645,117,1,0,71400.0
1,0,8146,550,117,1,0,76800.0
1,0,7789,525,117,1,0,54828.0
1,3,7785,335,117,0,1,36000.0
1,3,7785,335,117,0,1,36060.0
1,3,7785,255,117,0,1,28992.0
1,3,7785,255,117,0,1,28872.0
4,0,6904,3400,8,0,0,3300000.0
4,0,6904,3400,8,0,0,3300000.0
1,0,416,395,117,1,0,77100.0
2,0,416,554,117,1,0,96419.99999999999
2,0,416,544,117,1,0,94140.0
1,0,416,395,117,1,0,77100.0
2,0,416,558,117,1,0,98519.99999999999
1,0,416,377,117,1,0,73440.0
2,0,416,554,117,1,0,96419.99999999999
2,0,416,544,117,1,0,94140.0
2,0,416,558,117,1,0,98519.99999999999
1,0,416,377,117,1,0,73440.0
2,0,416,566,117,1,0,101400.0
1,0,4919,700,117,1,0,71400.0
3,0,2477,1250,117,1,0,170400.0
2,0,7334,1000,117,1,0,114000.0
2,0,7264,890,117,1,0,98400.0
1,0,2464,570,26,0,1,28800.0
2,0,7264,890,117,1,0,98400.0
1,0,7334,750,117,1,0,77400.0
1,0,4919,700,117,1,0,70200.0
3,0,4068,1150,117,1,0,138000.0
2,0,2394,975,117,1,0,108000.0
3,0,433,1000,117,1,0,144000.0
2,0,4910,1022,24,1,0,103200.0
3,0,2717,1000,117,1,0,180000.0
2,0,4922,900,117,1,0,102000.0
2,0,5269,1100,47,0,1,108000.0
1,0,7462,680,117,1,0,66600.0
1,0,7462,680,117,1,0,66600.0
1,0,5712,650,79,0,1,99600.0
2,0,4919,1020,117,1,0,94800.0
1,0,4903,700,117,1,0,70200.0
1,0,4919,700,117,1,0,70200.0
1,0,8184,750,117,1,0,83400.0
1,0,9494,528,34,1,0,138000.0
3,0,4649,2000,20,0,1,1320000.0
3,0,5287,1350,194,0,1,210000.0
2,0,2144,899,147,0,0,296400.00000000006
3,0,4529,2247,32,1,0,780000.0
3,0,7292,1210,194,0,1,186000.0
2,0,9425,1100,194,0,1,126000.0
